Carimbo de data/hora,Ja é aluno da INFNET?,Qual seu nivel de formação?,Qual sua renda pessoal?,Quantas pessoas na casa ou dependentes?,Qual sua renda familiar?,Qual sua idade?,Qual seu sexo?,Qual sua área de interesse principal?,Qual sua área de interesse secundaria (Opcional)?,Quanto tempo dedicaria para um curso profissionalizante ?,Como você lida com prazos apertados e pressão?,Qual sua afinidade com tecnologia?,Qual seu nível de matemática na sua opinião ?,Qual seu estilo musical preferido?,Qual dos seguintes cenários você considera mais estimulante?,"Em um filme de ficção científica, o que te fascina mais?",O que te motiva mais em um trabalho?,"Se você pudesse ter superpoder, qual escolheria?","Quando você precisa resolver um problema complexo, qual é a sua primeira ação?"
10/09/2025 16:01:24,Sim,Cursando Ensino Superior,"De R$ 3.001 a R$ 5.000 (2–3,5 SM)",2,"De R$ 5.001 a R$ 7.500 (3,5–5 SM)",21,Masculino,Engenharia de Dados e Inteligência Artificial,Ciência de Dados (e Inteligência Artificial),5 anos ou mais,Mal,Alta,Médio,"Eletronica, Afrobeats ou Drum n Bass",Construir um robô que resolve problemas do dia a dia.,A inteligência artificial e os robôs.,A oportunidade de usar a criatividade para inovar.,A habilidade de criar objetos e mundos com a mente,Coletar o máximo de dados e informações para entender a causa.
10/09/2025 16:51:32,Sim,Ensino Médio + Técnico,Até R$ 1.500 (~até 1 SM),7,Prefiro não informar,18,Masculino,Segurança da Informação e Defesa Cibernética,"Tecnologia da Informação (Infraestrutura, Programação e Dados)",2 anos e meio,Bem,Média,Médio,"Góspel, Hinos ou Canticos",Proteger dados sensíveis de um vazamento cibernético.,"O visual, os efeitos especiais e o design dos cenários.",A oportunidade de usar a criatividade para inovar.,A capacidade de entender e consertar qualquer coisa,Coletar o máximo de dados e informações para entender a causa.
10/09/2025 17:51:02,Sim,Cursando Ensino Superior,De R$ 1.501 a R$ 3.000 (1–2 SM),4,De R$ 10.001 a R$ 15.000 (7–10 SM),20,Femenino,Design Gráfico e Digital ou de Animação,Marketing Digital,4 anos,Muito Bem,Alta,Médio,Outros,Criar um jogo eletrônico divertido e viciante.,"O visual, os efeitos especiais e o design dos cenários.",A oportunidade de usar a criatividade para inovar.,A habilidade de criar objetos e mundos com a mente,Coletar o máximo de dados e informações para entender a causa.
10/09/2025 17:51:22,Sim,Ensino Superior Completo,De R$ 15.001 a R$ 20.000 (10–14 SM),2,Acima de R$ 30.000 (21+ SM),28,Femenino,Segurança da Informação e Defesa Cibernética,,4 anos,Mal,Pouca,Iniciante,Outros,Proteger dados sensíveis de um vazamento cibernético.,"O visual, os efeitos especiais e o design dos cenários.",A possibilidade de construir e ver um produto funcionando.,A capacidade de entender e consertar qualquer coisa,Coletar o máximo de dados e informações para entender a causa.
10/09/2025 18:10:12,Sim,Ensino Superior Completo,De R$ 10.001 a R$ 15.000 (7–10 SM),4,De R$ 20.001 a R$ 30.000 (14–21 SM),41,Femenino,Ciência de Dados (e Inteligência Artificial),Engenharia de Dados e Inteligência Artificial,2 anos e meio,Muito Mal,Alta,Médio,"Clássica, Jazz ou Romantica",Construir um robô que resolve problemas do dia a dia.,A inteligência artificial e os robôs.,A chance de analisar informações e encontrar padrões.,O poder de ficar invisível,Coletar o máximo de dados e informações para entender a causa.
10/09/2025 18:34:39,Sim,Cursando Ensino Superior,Sem renda,2,Até R$ 3.000 (até ~2 SM),20,Femenino,Engenharia de Software,Jogos Digitais,4 anos,Bem,Alta,Médio,Outros,Proteger dados sensíveis de um vazamento cibernético.,A segurança dos sistemas e os códigos de acesso.,A possibilidade de construir e ver um produto funcionando.,A habilidade de criar objetos e mundos com a mente,Quebrar o problema em partes menores e analisar cada uma.
10/09/2025 18:57:28,Sim,Ensino Superior Completo,De R$ 7.501 a R$ 10.000 (5–7 SM),0,De R$ 7.501 a R$ 10.000 (5–7 SM),27,"Outros (LGBT, Trans...)",Design Gráfico e Digital ou de Animação,Marketing Digital,2 anos e meio,Bem,Alta,Médio,Rock e Metal,Criar um jogo eletrônico divertido e viciante.,A inteligência artificial e os robôs.,A oportunidade de usar a criatividade para inovar.,A habilidade de criar objetos e mundos com a mente,Buscar ferramentas e tecnologias que possam automatizar a solução.
10/09/2025 18:58:37,Sim,Ensino Superior Completo,"De R$ 3.001 a R$ 5.000 (2–3,5 SM)",3,De R$ 7.501 a R$ 10.000 (5–7 SM),31,Masculino,Engenharia de Software,Segurança da Informação e Defesa Cibernética,4 anos,Mal,Média,Avançado,Outros,Criar um jogo eletrônico divertido e viciante.,"O visual, os efeitos especiais e o design dos cenários.",A possibilidade de construir e ver um produto funcionando.,A capacidade de prever o futuro,Coletar o máximo de dados e informações para entender a causa.
10/09/2025 20:20:26,Sim,Cursando Ensino Superior,Sem renda,4,Até R$ 3.000 (até ~2 SM),21,Femenino,Segurança da Informação e Defesa Cibernética,,4 anos,Bem,Média,Médio,"Clássica, Jazz ou Romantica",Proteger dados sensíveis de um vazamento cibernético.,"O visual, os efeitos especiais e o design dos cenários.",A responsabilidade de manter a estabilidade e segurança.,A capacidade de entender e consertar qualquer coisa,Quebrar o problema em partes menores e analisar cada uma.
10/09/2025 20:40:43,Sim,Cursando Ensino Superior,De R$ 1.501 a R$ 3.000 (1–2 SM),4,De R$ 7.501 a R$ 10.000 (5–7 SM),27,Femenino,Jogos Digitais,Marketing Digital,4 anos,Bem,Alta,Médio,Rock e Metal,Criar um jogo eletrônico divertido e viciante.,"O visual, os efeitos especiais e o design dos cenários.",A chance de analisar informações e encontrar padrões.,A capacidade de entender e consertar qualquer coisa,Pensar na solução mais criativa ou que possa ser descrita visualmente
10/09/2025 20:45:13,Sim,Cursando Ensino Superior,Até R$ 1.500 (~até 1 SM),2,Prefiro não informar,22,Femenino,Engenharia de Software,Ciência de Dados (e Inteligência Artificial),4 anos,Mal,Média,Iniciante,Rock e Metal,Criar um jogo eletrônico divertido e viciante.,"O visual, os efeitos especiais e o design dos cenários.",A responsabilidade de manter a estabilidade e segurança.,A capacidade de entender e consertar qualquer coisa,Coletar o máximo de dados e informações para entender a causa.
10/09/2025 21:03:28,Sim,Ensino Superior Completo,"De R$ 5.001 a R$ 7.500 (3,5–5 SM)",3,Prefiro não informar,39,Femenino,Design Gráfico e Digital ou de Animação,Engenharia de Dados e Inteligência Artificial,2 anos e meio,Mal,Média,Médio,Outros,Construir um robô que resolve problemas do dia a dia.,"O visual, os efeitos especiais e o design dos cenários.",A oportunidade de usar a criatividade para inovar.,A capacidade de entender e consertar qualquer coisa,Quebrar o problema em partes menores e analisar cada uma.
10/09/2025 21:15:33,Sim,Ensino Superior Completo,"De R$ 3.001 a R$ 5.000 (2–3,5 SM)",4,De R$ 10.001 a R$ 15.000 (7–10 SM),36,Masculino,Análise e Desenvolvimento de Sistemas,Engenharia de Software,2 anos e meio,Mal,Média,Médio,Rock e Metal,Construir um robô que resolve problemas do dia a dia.,A inteligência artificial e os robôs.,A chance de analisar informações e encontrar padrões.,A capacidade de entender e consertar qualquer coisa,Quebrar o problema em partes menores e analisar cada uma.
10/09/2025 21:41:25,Sim,Cursando Ensino Superior,Sem renda,4,De R$ 7.501 a R$ 10.000 (5–7 SM),20,Femenino,Análise e Desenvolvimento de Sistemas,Jogos Digitais,5 anos ou mais,Mal,Alta,Médio,Rock e Metal,Criar um jogo eletrônico divertido e viciante.,"O visual, os efeitos especiais e o design dos cenários.",A possibilidade de construir e ver um produto funcionando.,A habilidade de criar objetos e mundos com a mente,Quebrar o problema em partes menores e analisar cada uma.
10/09/2025 22:18:00,Sim,Ensino Médio + Técnico,De R$ 1.501 a R$ 3.000 (1–2 SM),1,De R$ 7.501 a R$ 10.000 (5–7 SM),35,Femenino,Design Gráfico e Digital ou de Animação,Jogos Digitais,2 anos e meio,Bem,Alta,Médio,Outros,Criar um jogo eletrônico divertido e viciante.,A segurança dos sistemas e os códigos de acesso.,A oportunidade de usar a criatividade para inovar.,A habilidade de criar objetos e mundos com a mente,Coletar o máximo de dados e informações para entender a causa.
11/09/2025 08:35:54,Sim,Cursando Ensino Superior,Acima de R$ 20.000 (14+ SM),2,De R$ 20.001 a R$ 30.000 (14–21 SM),29,Femenino,Engenharia de Software,Marketing Digital,4 anos,Mal,Média,Iniciante,"Eletronica, Afrobeats ou Drum n Bass",Criar um jogo eletrônico divertido e viciante.,"O visual, os efeitos especiais e o design dos cenários.",A oportunidade de usar a criatividade para inovar.,A capacidade de prever o futuro,Quebrar o problema em partes menores e analisar cada uma.
11/09/2025 10:57:50,Sim,Ensino Superior Completo,De R$ 1.501 a R$ 3.000 (1–2 SM),1,Até R$ 3.000 (até ~2 SM),26,Masculino,Segurança da Informação e Defesa Cibernética,Engenharia de Dados e Inteligência Artificial,2 anos e meio,Bem,Alta,Médio,Outros,Proteger dados sensíveis de um vazamento cibernético.,"O visual, os efeitos especiais e o design dos cenários.",A possibilidade de construir e ver um produto funcionando.,A capacidade de prever o futuro,Quebrar o problema em partes menores e analisar cada uma.
11/09/2025 14:10:09,Sim,Cursando Ensino Superior,De R$ 1.501 a R$ 3.000 (1–2 SM),4,"De R$ 3.001 a R$ 5.000 (2–3,5 SM)",32,Masculino,Engenharia de Software,Segurança da Informação e Defesa Cibernética,2 anos e meio,Bem,Alta,Iniciante,Rock e Metal,Criar um jogo eletrônico divertido e viciante.,A inteligência artificial e os robôs.,A possibilidade de construir e ver um produto funcionando.,A habilidade de criar objetos e mundos com a mente,Coletar o máximo de dados e informações para entender a causa.
12/09/2025 17:49:31,Não,Cursando Ensino Superior,Sem renda,3,"De R$ 3.001 a R$ 5.000 (2–3,5 SM)",20,Masculino,Análise e Desenvolvimento de Sistemas,Jogos Digitais,4 anos,Bem,Média,Iniciante,Outros,Construir um robô que resolve problemas do dia a dia.,"O visual, os efeitos especiais e o design dos cenários.",A oportunidade de usar a criatividade para inovar.,A habilidade de criar objetos e mundos com a mente,Quebrar o problema em partes menores e analisar cada uma.
13/09/2025 14:18:23,Sim,Ensino Superior Completo,De R$ 1.501 a R$ 3.000 (1–2 SM),3,"De R$ 3.001 a R$ 5.000 (2–3,5 SM)",32,Masculino,Engenharia de Software,Banco de Dados (Engenharia de Dados),2 anos e meio,Bem,Média,Médio,Outros,Criar um jogo eletrônico divertido e viciante.,As tecnologias usadas para se comunicar e transferir dados.,A possibilidade de construir e ver um produto funcionando.,A capacidade de entender e consertar qualquer coisa,Pensar na solução mais criativa ou que possa ser descrita visualmente
13/09/2025 15:01:02,Sim,Cursando Ensino Superior,Até R$ 1.500 (~até 1 SM),4,De R$ 7.501 a R$ 10.000 (5–7 SM),20,Femenino,Engenharia de Software,Análise e Desenvolvimento de Sistemas,5 anos ou mais,Bem,Média,Médio,"Góspel, Hinos ou Canticos",Proteger dados sensíveis de um vazamento cibernético.,As tecnologias usadas para se comunicar e transferir dados.,A chance de analisar informações e encontrar padrões.,A capacidade de entender e consertar qualquer coisa,Buscar ferramentas e tecnologias que possam automatizar a solução.
13/09/2025 18:30:26,Sim,Ensino Superior Completo,De R$ 7.501 a R$ 10.000 (5–7 SM),2,De R$ 10.001 a R$ 15.000 (7–10 SM),25,Femenino,Design Gráfico e Digital ou de Animação,,2 anos e meio,Muito Bem,Alta,Médio,"Funk, Hip-hop ou Rap",Desenvolver uma campanha de anúncios online que atrai milhares de clientes.,"O visual, os efeitos especiais e o design dos cenários.",A oportunidade de usar a criatividade para inovar.,A habilidade de criar objetos e mundos com a mente,Quebrar o problema em partes menores e analisar cada uma.
15/09/2025 21:11:38,Sim,Ensino Superior Completo,De R$ 1.501 a R$ 3.000 (1–2 SM),3,"De R$ 5.001 a R$ 7.500 (3,5–5 SM)",23,Femenino,Engenharia de Software,,4 anos,Bem,Alta,Médio,Outros,Construir um robô que resolve problemas do dia a dia.,As tecnologias usadas para se comunicar e transferir dados.,A oportunidade de usar a criatividade para inovar.,A habilidade de criar objetos e mundos com a mente,Quebrar o problema em partes menores e analisar cada uma.
15/09/2025 21:22:09,Sim,Ensino Superior Completo,De R$ 7.501 a R$ 10.000 (5–7 SM),2,De R$ 7.501 a R$ 10.000 (5–7 SM),53,Femenino,"Tecnologia da Informação (Infraestrutura, Programação e Dados)",Análise e Desenvolvimento de Sistemas,4 anos,Bem,Alta,Avançado,Rock e Metal,Construir um robô que resolve problemas do dia a dia.,"O visual, os efeitos especiais e o design dos cenários.",A possibilidade de construir e ver um produto funcionando.,A capacidade de entender e consertar qualquer coisa,Coletar o máximo de dados e informações para entender a causa.
15/09/2025 21:51:52,Sim,Cursando Ensino Superior,Sem renda,4,De R$ 7.501 a R$ 10.000 (5–7 SM),29,Masculino,Engenharia de Software,Engenharia de Computação,2 anos e meio,Bem,Alta,Médio,"Góspel, Hinos ou Canticos",Criar um jogo eletrônico divertido e viciante.,As tecnologias usadas para se comunicar e transferir dados.,A possibilidade de construir e ver um produto funcionando.,A capacidade de entender e consertar qualquer coisa,Coletar o máximo de dados e informações para entender a causa.
15/09/2025 21:57:59,Sim,Ensino Superior Completo,"De R$ 3.001 a R$ 5.000 (2–3,5 SM)",1,"De R$ 3.001 a R$ 5.000 (2–3,5 SM)",28,Masculino,Engenharia de Software,Redes de Computadores (Cloud e Segurança),4 anos,Bem,Alta,Médio,"Funk, Hip-hop ou Rap",Proteger dados sensíveis de um vazamento cibernético.,A inteligência artificial e os robôs.,A possibilidade de construir e ver um produto funcionando.,A capacidade de entender e consertar qualquer coisa,Quebrar o problema em partes menores e analisar cada uma.
17/09/2025 14:45:32,Sim,Ensino Superior Completo,Sem renda,1,Sem renda familiar,27,Femenino,Ciência de Dados (e Inteligência Artificial),Engenharia de Computação,2 anos e meio,Muito Bem,Alta,Médio,Outros,Construir um robô que resolve problemas do dia a dia.,A inteligência artificial e os robôs.,A oportunidade de usar a criatividade para inovar.,A capacidade de prever o futuro,Quebrar o problema em partes menores e analisar cada uma.
17/09/2025 16:13:50,Sim,Cursando Ensino Superior,Até R$ 1.500 (~até 1 SM),2,"De R$ 5.001 a R$ 7.500 (3,5–5 SM)",21,Masculino,Engenharia de Software,Jogos Digitais,2 anos e meio,Bem,Alta,Médio,Rock e Metal,Construir um robô que resolve problemas do dia a dia.,"O visual, os efeitos especiais e o design dos cenários.",A possibilidade de construir e ver um produto funcionando.,A capacidade de prever o futuro,Buscar ferramentas e tecnologias que possam automatizar a solução.
18/09/2025 20:17:53,Sim,Cursando Ensino Superior,Até R$ 1.500 (~até 1 SM),2,De R$ 15.001 a R$ 20.000 (10–14 SM),25,Masculino,Análise e Desenvolvimento de Sistemas,Segurança da Informação e Defesa Cibernética,2 anos e meio,Bem,Alta,Médio,Outros,Proteger dados sensíveis de um vazamento cibernético.,"O visual, os efeitos especiais e o design dos cenários.",A responsabilidade de manter a estabilidade e segurança.,A capacidade de prever o futuro,Quebrar o problema em partes menores e analisar cada uma.
19/09/2025 10:33:43,Sim,Cursando Ensino Superior,De R$ 10.001 a R$ 15.000 (7–10 SM),1,De R$ 15.001 a R$ 20.000 (10–14 SM),37,Masculino,Design Gráfico e Digital ou de Animação,Engenharia de Dados e Inteligência Artificial,5 anos ou mais,Muito Mal,Alta,Iniciante,Outros,Desenvolver uma campanha de anúncios online que atrai milhares de clientes.,A inteligência artificial e os robôs.,A oportunidade de usar a criatividade para inovar.,A capacidade de entender e consertar qualquer coisa,Buscar ferramentas e tecnologias que possam automatizar a solução.
19/09/2025 16:31:02,Sim,Cursando Ensino Superior,Sem renda,2,De R$ 10.001 a R$ 15.000 (7–10 SM),21,Femenino,Design Gráfico e Digital ou de Animação,Jogos Digitais,4 anos,Bem,Média,Iniciante,Outros,Criar um jogo eletrônico divertido e viciante.,"O visual, os efeitos especiais e o design dos cenários.",A oportunidade de usar a criatividade para inovar.,A capacidade de entender e consertar qualquer coisa,Coletar o máximo de dados e informações para entender a causa.
